# koid	org	name	op	pmid	definition	source
KO01398	Caenorhabditis elegans (nematode)	cel_CEOP3752	CELE_Y75B8A.7,CELE_Y75B8A.8	12075352		
KO01399	Caenorhabditis elegans (nematode)	cel_CEOP3756	CELE_Y75B8A.17,CELE_Y75B8A.18	12075352		
KO01400	Caenorhabditis elegans (nematode)	cel_CEOP3760	CELE_Y49E10.3,CELE_Y49E10.2	12075352		
KO01401	Caenorhabditis elegans (nematode)	cel_CEOP3764	CELE_Y111B2A.2,CELE_Y111B2A.3,CELE_Y111B2A.4	12075352		
KO01404	Caenorhabditis elegans (nematode)	cel_CEOP3768	CELE_ZK1010.1,CELE_ZK1010.2	12075352		
KO01405	Caenorhabditis elegans (nematode)	cel_CEOP3772	CELE_F56A8.1,CELE_F56A8.3,CELE_F56A8.4,CELE_F56A8.5	12075352		
KO01406	Caenorhabditis elegans (nematode)	cel_CEOP3776	CELE_Y43F4B.4,CELE_Y43F4B.5	12075352		
KO01407	Caenorhabditis elegans (nematode)	cel_CEOP3780	CELE_Y43F4B.7,CELE_Y43F4B.9,CELE_Y43F4B.10	12075352		
KO01408	Caenorhabditis elegans (nematode)	cel_CEOP3784	CELE_F53A2.5,CELE_F53A2.6,CELE_F53A2.8,CELE_F53A2.4,CELE_F53A2.7	12075352		
KO01409	Caenorhabditis elegans (nematode)	cel_CEOP3788	CELE_F45G2.3,CELE_F45G2.4	12075352		
KO01410	Caenorhabditis elegans (nematode)	cel_CEOP3792	CELE_Y76A2A.2,CELE_F45G2.7,CELE_F45G2.8,CELE_F45G2.9,CELE_F45G2.10,CELE_T27E9.2,CELE_T27E9.7	12075352		
KO01411	Caenorhabditis elegans (nematode)	cel_CEOP3800	CELE_T27E9.4,CELE_T27E9.1	12075352		
KO01412	Caenorhabditis elegans (nematode)	cel_CEOP3804	CELE_T28A8.3,CELE_T28A8.4,CELE_T28A8.5,CELE_T28A8.6	12075352		
KO01413	Caenorhabditis elegans (nematode)	cel_CEOP3808	CELE_T28A8.7,CELE_Y76A2B.1	12075352		
KO01414	Caenorhabditis elegans (nematode)	cel_CEOP3812	CELE_Y76A2B.4,CELE_Y76A2B.5,CELE_Y76A2B.6	12075352		
KO01415	Caenorhabditis elegans (nematode)	cel_CEOP3816	CELE_T12D8.7,CELE_T12D8.6	12075352		
KO01416	Caenorhabditis elegans (nematode)	cel_CEOP3818	CELE_T12D8.2,CELE_T12D8.3,CELE_T12D8.10	12075352		
KO01417	Caenorhabditis elegans (nematode)	cel_CEOP3820	CELE_C54C6.2,CELE_C54C6.6	12075352		
KO01418	Caenorhabditis elegans (nematode)	cel_CEOP3822	CELE_K08E3.7,CELE_K08E3.8,CELE_3R5.1	12075352		
KO01419	Caenorhabditis elegans (nematode)	cel_CEOP3824	CELE_Y111B2A.22,CELE_Y111B2A.21	12075352		
KO01420	Caenorhabditis elegans (nematode)	cel_CEOP3828	CELE_Y55B1AL.2,CELE_Y55B1AL.3,CELE_Y55B1AR.2	12075352		
KO01421	Caenorhabditis elegans (nematode)	cel_CEOP3830	CELE_ZK1098.10,CELE_ZK1098.11	12075352		
KO01422	Caenorhabditis elegans (nematode)	cel_CEOP3831	CELE_C24H11.6,CELE_C24H11.5,CELE_C24H11.9	12075352		
KO01423	Caenorhabditis elegans (nematode)	cel_CEOP3832	CELE_T07A5.2,CELE_T07A5.5	12075352		
KO01424	Caenorhabditis elegans (nematode)	cel_CEOP3833	CELE_B0361.5,CELE_B0361.6	12075352		
KO01425	Caenorhabditis elegans (nematode)	cel_CEOP3834	CELE_C39B5.6,CELE_Y48G9A.3	12075352		
KO01426	Caenorhabditis elegans (nematode)	cel_CEOP3835	CELE_T04A8.16,CELE_T04A8.10	12075352		
KO01427	Caenorhabditis elegans (nematode)	cel_CEOP3836	CELE_R151.3,CELE_R151.2	12075352		
KO01428	Caenorhabditis elegans (nematode)	cel_CEOP3837	CELE_Y39E4A.2,CELE_Y39E4A.3	12075352		
KO01429	Caenorhabditis elegans (nematode)	cel_CEOP3838	CELE_Y82E9BR.18,CELE_Y82E9BR.19	12075352		
KO01430	Caenorhabditis elegans (nematode)	cel_CEOP3839	CELE_T07C4.4,CELE_T07C4.1	12075352		
KO01431	Caenorhabditis elegans (nematode)	cel_CEOP3840	CELE_T26A5.9,CELE_T26A5.8	12075352		
KO01432	Caenorhabditis elegans (nematode)	cel_CEOP3841	CELE_Y56A3A.7,CELE_Y56A3A.36	12075352		
KO01433	Caenorhabditis elegans (nematode)	cel_CEOP3842	CELE_K01G5.3,CELE_K01G5.5	12075352		
KO01434	Caenorhabditis elegans (nematode)	cel_CEOP3843	CELE_Y47D3A.21,CELE_Y47D3A.22,CELE_Y47D3A.23	12075352		
KO01435	Caenorhabditis elegans (nematode)	cel_CEOP3844	CELE_T07C4.11,CELE_T07C4.12	12075352		
KO01437	Caenorhabditis elegans (nematode)	cel_CEOP3846	CELE_Y54F10AL.2,CELE_Y54F10AL.1	12075352		
KO01438	Caenorhabditis elegans (nematode)	cel_CEOP3847	CELE_R74.7,CELE_R74.8	12075352		
KO01439	Caenorhabditis elegans (nematode)	cel_CEOP3848	CELE_ZC155.3,CELE_ZC155.7	12075352		
KO01440	Caenorhabditis elegans (nematode)	cel_CEOP3849	CELE_C07H6.1,CELE_C07H6.2	12075352		
KO01441	Caenorhabditis elegans (nematode)	cel_CEOP3850	CELE_K04H4.5,CELE_K04H4.7	12075352		
KO01442	Caenorhabditis elegans (nematode)	cel_CEOP3851	CELE_Y50D7A.2,CELE_Y50D7A.9	12075352		
KO01443	Caenorhabditis elegans (nematode)	cel_CEOP3852	CELE_ZK418.6,CELE_ZK418.7	12075352		
KO01444	Caenorhabditis elegans (nematode)	cel_CEOP3853	CELE_Y71H2B.2,CELE_Y71H2B.3	12075352		
KO01445	Caenorhabditis elegans (nematode)	cel_CEOP3854	CELE_Y66A7A.2,CELE_Y66D12A.23	12075352		
KO01446	Caenorhabditis elegans (nematode)	cel_CEOP3855	CELE_F23F12.3,CELE_F23F12.12	12075352		
KO01447	Caenorhabditis elegans (nematode)	cel_CEOP3856	CELE_C16A3.8,CELE_C56G2.1	12075352		
KO01448	Caenorhabditis elegans (nematode)	cel_CEOP3857	CELE_C09E7.5,CELE_C09E7.9	12075352		
KO01449	Caenorhabditis elegans (nematode)	cel_CEOP4004	CELE_F29C4.6,CELE_F29C4.7	12075352		
KO01451	Caenorhabditis elegans (nematode)	cel_CEOP4008	CELE_R02D3.3,CELE_R02D3.4,CELE_R02D3.5	12075352		
KO01452	Caenorhabditis elegans (nematode)	cel_CEOP4012	CELE_T21D12.4,CELE_T21D12.3	12075352		
KO01453	Caenorhabditis elegans (nematode)	cel_CEOP4016	CELE_Y66H1B.4,CELE_T07A9.1	12075352		
KO01454	Caenorhabditis elegans (nematode)	cel_CEOP4020	CELE_T07A9.8,CELE_T07A9.9	12075352		
KO01455	Caenorhabditis elegans (nematode)	cel_CEOP4024	CELE_T07A9.6,CELE_T07A9.5	12075352		
KO01456	Caenorhabditis elegans (nematode)	cel_CEOP4028	CELE_Y66H1A.2,CELE_Y66H1A.3	12075352		
KO01457	Caenorhabditis elegans (nematode)	cel_CEOP4032	CELE_K11H12.2,CELE_K11H12.1	12075352		
KO01458	Caenorhabditis elegans (nematode)	cel_CEOP4036	CELE_F56B3.4,CELE_F56B3.11,CELE_F56B3.12	12075352		
KO01459	Caenorhabditis elegans (nematode)	cel_CEOP4040	CELE_F56B3.5,CELE_Y55F3BL.1	12075352		
KO01460	Caenorhabditis elegans (nematode)	cel_CEOP4044	CELE_Y55F3AM.5,CELE_Y55F3AM.6	12075352		
KO01461	Caenorhabditis elegans (nematode)	cel_CEOP4046	CELE_Y55F3AM.15,CELE_Y55F3AR.3	12075352		
KO01462	Caenorhabditis elegans (nematode)	cel_CEOP4047	CELE_Y41D4B.13,CELE_Y41D4B.11,CELE_Y41D4B.12	12075352		
KO01463	Caenorhabditis elegans (nematode)	cel_CEOP4048	CELE_Y55F3AR.1,CELE_Y55F3AR.2	12075352		
KO01464	Caenorhabditis elegans (nematode)	cel_CEOP4049	CELE_Y104H12D.1,CELE_Y104H12D.3	12075352		
KO01465	Caenorhabditis elegans (nematode)	cel_CEOP4050	CELE_F55A8.1,CELE_F52C12.5	12075352		
KO01466	Caenorhabditis elegans (nematode)	cel_CEOP4052	CELE_Y48A5A.2,CELE_F52C12.1,CELE_F52C12.2,CELE_F52C12.3,CELE_F52C12.4,CELE_Y48A5A.1,CELE_Y48A5A.3	12075352		
KO01467	Caenorhabditis elegans (nematode)	cel_CEOP4056	CELE_Y76B12C.2,CELE_Y76B12C.6	12075352		
KO01468	Caenorhabditis elegans (nematode)	cel_CEOP4060	CELE_Y38F2AR.1,CELE_Y38F2AR.2	12075352		
KO01469	Caenorhabditis elegans (nematode)	cel_CEOP4064	CELE_Y69A2AR.2,CELE_Y69A2AR.3	12075352		
KO01470	Caenorhabditis elegans (nematode)	cel_CEOP4068	CELE_Y94H6A.8,CELE_Y94H6A.9,CELE_Y94H6A.10	12075352		
KO01471	Caenorhabditis elegans (nematode)	cel_CEOP4072	CELE_Y54G2A.31,CELE_Y54G2A.23	12075352		
KO01473	Caenorhabditis elegans (nematode)	cel_CEOP4080	CELE_F42A6.7,CELE_F42A6.6	12075352		
KO01474	Caenorhabditis elegans (nematode)	cel_CEOP4084	CELE_B0546.2,CELE_B0546.3,CELE_B0546.4	12075352		
KO01475	Caenorhabditis elegans (nematode)	cel_CEOP4088	CELE_C09G12.8,CELE_C09G12.9	12075352		
KO01476	Caenorhabditis elegans (nematode)	cel_CEOP4092	CELE_Y37E11C.1,CELE_M57.2,CELE_Y95D11A.3	12075352		
KO01477	Caenorhabditis elegans (nematode)	cel_CEOP4096	CELE_Y37E11B.1,CELE_Y37E11B.2	12075352		
KO01478	Caenorhabditis elegans (nematode)	cel_CEOP4100	CELE_Y37E11B.4,CELE_Y37E11B.3,CELE_Y37E11B.5,CELE_Y37E11B.6	12075352		
KO01479	Caenorhabditis elegans (nematode)	cel_CEOP4104	CELE_Y37E11AM.2,CELE_Y37E11AM.3	12075352		
KO01480	Caenorhabditis elegans (nematode)	cel_CEOP4108	CELE_M02B7.1,CELE_M02B7.2	12075352		
KO01481	Caenorhabditis elegans (nematode)	cel_CEOP4112	CELE_C35B1.1,CELE_C35B1.2	12075352		
KO01482	Caenorhabditis elegans (nematode)	cel_CEOP4116	CELE_K08D10.2,CELE_K08D10.4,CELE_K08D10.3,CELE_K08D10.12	12075352		
KO01483	Caenorhabditis elegans (nematode)	cel_CEOP4120	CELE_F55F10.1,CELE_Y24D9A.8	12075352		
KO01484	Caenorhabditis elegans (nematode)	cel_CEOP4124	CELE_ZK180.3,CELE_ZK180.4	12075352		
KO01485	Caenorhabditis elegans (nematode)	cel_CEOP4128	CELE_F29B9.4,CELE_F29B9.6,CELE_F29B9.5	12075352		
KO01486	Caenorhabditis elegans (nematode)	cel_CEOP4132	CELE_F29B9.10,CELE_F29B9.11	12075352		
KO01487	Caenorhabditis elegans (nematode)	cel_CEOP4136	CELE_F29B9.1,CELE_F29B9.2	12075352		
KO01488	Caenorhabditis elegans (nematode)	cel_CEOP4140	CELE_K08F11.4,CELE_K08F11.3,CELE_K08F11.5,CELE_T22B11.5	12075352		
KO01489	Caenorhabditis elegans (nematode)	cel_CEOP4144	CELE_E04A4.4,CELE_E04A4.5	12075352		
KO01491	Caenorhabditis elegans (nematode)	cel_CEOP4152	CELE_R11E3.8,CELE_R11E3.7,CELE_H06H21.6,CELE_H06H21.11	12075352		
KO01493	Caenorhabditis elegans (nematode)	cel_CEOP4160	CELE_F41H10.4,CELE_F41H10.11	12075352		
KO01494	Caenorhabditis elegans (nematode)	cel_CEOP4164	CELE_T11F8.3,CELE_Y52D5A.1	12075352		
KO01495	Caenorhabditis elegans (nematode)	cel_CEOP4168	CELE_T12E12.4,CELE_T12E12.1,CELE_T12E12.2,CELE_T12E12.3	12075352		
KO01496	Caenorhabditis elegans (nematode)	cel_CEOP4172	CELE_T19E7.3,CELE_T19E7.2	12075352		
KO01497	Caenorhabditis elegans (nematode)	cel_CEOP4174	CELE_C11D2.4,CELE_C11D2.7	12075352		
KO01498	Caenorhabditis elegans (nematode)	cel_CEOP4176	CELE_Y73B6BL.32,CELE_Y73B6BL.5,CELE_Y73B6BL.6,CELE_Y73B6BL.30	12075352		
KO01499	Caenorhabditis elegans (nematode)	cel_CEOP4180	CELE_C01G5.5,CELE_C01G5.6	12075352		
KO01500	Caenorhabditis elegans (nematode)	cel_CEOP4184	CELE_F38A5.1,CELE_F38A5.2	12075352		
KO01501	Caenorhabditis elegans (nematode)	cel_CEOP4188	CELE_C01B10.8,CELE_C01B10.9	12075352		
KO01502	Caenorhabditis elegans (nematode)	cel_CEOP4192	CELE_Y73B6A.5,CELE_Y73B6A.4	12075352		
KO01503	Caenorhabditis elegans (nematode)	cel_CEOP4196	CELE_H34C03.1,CELE_H34C03.2	12075352		
KO01504	Caenorhabditis elegans (nematode)	cel_CEOP4200	CELE_T05A12.2,CELE_T05A12.3	12075352		
KO01505	Caenorhabditis elegans (nematode)	cel_CEOP4204	CELE_T22D1.3,CELE_T22D1.4	12075352		
KO01506	Caenorhabditis elegans (nematode)	cel_CEOP4208	CELE_C06G3.10,CELE_C06G3.8,CELE_C06G3.9	12075352		
KO01507	Caenorhabditis elegans (nematode)	cel_CEOP4212	CELE_C34D4.12,CELE_C34D4.13,CELE_C34D4.14	12075352		
KO01508	Caenorhabditis elegans (nematode)	cel_CEOP4216	CELE_D2024.6,CELE_D2024.5	12075352		
KO01509	Caenorhabditis elegans (nematode)	cel_CEOP4220	CELE_C06E4.8,CELE_F42C5.3,CELE_F42C5.4	12075352		
KO01510	Caenorhabditis elegans (nematode)	cel_CEOP4224	CELE_F55G1.5,CELE_F55G1.6	12075352		
KO01511	Caenorhabditis elegans (nematode)	cel_CEOP4228	CELE_F49E8.5,CELE_F49E8.6,CELE_F49E8.7	12075352		
KO01512	Caenorhabditis elegans (nematode)	cel_CEOP4232	CELE_F32E10.5,CELE_F32E10.6	12075352		
KO01513	Caenorhabditis elegans (nematode)	cel_CEOP4236	CELE_F45E4.10,CELE_F45E4.9	12075352		
KO01514	Caenorhabditis elegans (nematode)	cel_CEOP4240	CELE_F33D4.4,CELE_F33D4.5,CELE_F33D4.7	12075352		
KO01515	Caenorhabditis elegans (nematode)	cel_CEOP4244	CELE_C46A5.5,CELE_C46A5.6	12075352		
KO01516	Caenorhabditis elegans (nematode)	cel_CEOP4248	CELE_C33H5.6,CELE_C33H5.7	12075352		
KO01517	Caenorhabditis elegans (nematode)	cel_CEOP4252	CELE_C33H5.12,CELE_C33H5.11	12075352		
KO01518	Caenorhabditis elegans (nematode)	cel_CEOP4256	CELE_C33H5.14,CELE_C33H5.15	12075352		
KO01519	Caenorhabditis elegans (nematode)	cel_CEOP4260	CELE_C33H5.17,CELE_C33H5.18	12075352		
KO01520	Caenorhabditis elegans (nematode)	cel_CEOP4264	CELE_C49H3.5,CELE_C49H3.4	12075352		
KO01521	Caenorhabditis elegans (nematode)	cel_CEOP4268	CELE_C26B2.6,CELE_C26B2.7	12075352		
KO01522	Caenorhabditis elegans (nematode)	cel_CEOP4272	CELE_B0218.3,CELE_F42G8.3,CELE_F42G8.4,CELE_B0218.2,CELE_F42G8.5	12075352		
KO01523	Caenorhabditis elegans (nematode)	cel_CEOP4274	CELE_C07G1.4,CELE_C07G1.8	12075352		
KO01524	Caenorhabditis elegans (nematode)	cel_CEOP4276	CELE_K07H8.9,CELE_K07H8.10	12075352		
KO01525	Caenorhabditis elegans (nematode)	cel_CEOP4280	CELE_F35H10.5,CELE_F35H10.6,CELE_F35H10.7,CELE_K07H8.1,CELE_K07H8.2,CELE_K07H8.3	12075352		
KO01526	Caenorhabditis elegans (nematode)	cel_CEOP4284	CELE_D2096.4,CELE_D2096.12	12075352		
KO01527	Caenorhabditis elegans (nematode)	cel_CEOP4288	CELE_D2096.7,CELE_D2096.8	12075352		
KO01528	Caenorhabditis elegans (nematode)	cel_CEOP4292	CELE_C28C12.9,CELE_C28C12.12	12075352		
KO01529	Caenorhabditis elegans (nematode)	cel_CEOP4294	CELE_C09G4.3,CELE_C09G4.5,CELE_C09G4.4	12075352		
KO01530	Caenorhabditis elegans (nematode)	cel_CEOP4296	CELE_F08B4.6,CELE_F08B4.5,CELE_F08B4.7	12075352		
KO01531	Caenorhabditis elegans (nematode)	cel_CEOP4300	CELE_F21D5.1,CELE_F21D5.2	12075352		
KO01532	Caenorhabditis elegans (nematode)	cel_CEOP4304	CELE_F21D5.5,CELE_F21D5.6,CELE_F21D5.7,CELE_F21D5.8	12075352		
KO01534	Caenorhabditis elegans (nematode)	cel_CEOP4310	CELE_C09G9.1,CELE_C09G9.2	12075352		
KO01535	Caenorhabditis elegans (nematode)	cel_CEOP4312	CELE_C09G9.6,CELE_C27B7.1,CELE_C27B7.2	12075352		
KO01536	Caenorhabditis elegans (nematode)	cel_CEOP4316	CELE_D1046.1,CELE_D1046.3	12075352		
KO01537	Caenorhabditis elegans (nematode)	cel_CEOP4320	CELE_C53B4.4,CELE_C53B4.6	12075352		
KO01538	Caenorhabditis elegans (nematode)	cel_CEOP4324	CELE_C01F6.8,CELE_ZC410.7,CELE_C01F6.9	12075352		
KO01539	Caenorhabditis elegans (nematode)	cel_CEOP4328	CELE_T20D3.7,CELE_T20D3.6,CELE_T20D3.8,CELE_T20D3.11	12075352		
KO01540	Caenorhabditis elegans (nematode)	cel_CEOP4332	CELE_F58G6.3,CELE_F58G6.7	12075352		
KO01541	Caenorhabditis elegans (nematode)	cel_CEOP4336	CELE_C28D4.1,CELE_C28D4.9	12075352		
KO01542	Caenorhabditis elegans (nematode)	cel_CEOP4340	CELE_K07F5.13,CELE_K07F5.14,CELE_K07F5.15,CELE_K07F5.16	12075352		
KO01543	Caenorhabditis elegans (nematode)	cel_CEOP4344	CELE_C47E12.5,CELE_C47E12.2,CELE_C47E12.3,CELE_C47E12.4	12075352		
KO01544	Caenorhabditis elegans (nematode)	cel_CEOP4352	CELE_K08F4.1,CELE_K08F4.2	12075352		
KO01545	Caenorhabditis elegans (nematode)	cel_CEOP4356	CELE_T14G10.6,CELE_T14G10.7,CELE_T14G10.8	12075352		
KO01546	Caenorhabditis elegans (nematode)	cel_CEOP4360	CELE_K04D7.3,CELE_K04D7.1,CELE_K04D7.2	12075352		
KO01547	Caenorhabditis elegans (nematode)	cel_CEOP4364	CELE_C24F3.5,CELE_C24F3.1,CELE_C24F3.4	12075352		
KO01548	Caenorhabditis elegans (nematode)	cel_CEOP4368	CELE_Y43C5A.6,CELE_Y43C5A.5	12075352		
KO01549	Caenorhabditis elegans (nematode)	cel_CEOP4372	CELE_R11A8.4,CELE_R11A8.5	12075352		
KO01550	Caenorhabditis elegans (nematode)	cel_CEOP4376	CELE_R10H10.1,CELE_R11A8.7	12075352		
KO01551	Caenorhabditis elegans (nematode)	cel_CEOP4380	CELE_F13B12.6,CELE_R10H10.6,CELE_R10H10.7	12075352		
KO01553	Caenorhabditis elegans (nematode)	cel_CEOP4392	CELE_R102.4,CELE_R102.5	12075352		
KO01554	Caenorhabditis elegans (nematode)	cel_CEOP4396	CELE_T11G6.1,CELE_F13E9.1,CELE_T11G6.8	12075352		
KO01555	Caenorhabditis elegans (nematode)	cel_CEOP4400	CELE_F13H10.2,CELE_F13H10.3,CELE_F13H10.4	12075352		
KO01556	Caenorhabditis elegans (nematode)	cel_CEOP4404	CELE_M7.1,CELE_M7.5,CELE_Y5F2A.4	12075352		
KO01557	Caenorhabditis elegans (nematode)	cel_CEOP4408	CELE_T05E11.1,CELE_T05E11.6	12075352		
KO01558	Caenorhabditis elegans (nematode)	cel_CEOP4412	CELE_F01G4.2,CELE_F01G4.1	12075352		
KO01559	Caenorhabditis elegans (nematode)	cel_CEOP4416	CELE_F01G4.5,CELE_F01G4.6	12075352		
KO01560	Caenorhabditis elegans (nematode)	cel_CEOP4420	CELE_C08F8.1,CELE_C08F8.2	12075352		
KO01561	Caenorhabditis elegans (nematode)	cel_CEOP4424	CELE_R07H5.1,CELE_R07H5.2,CELE_R07H5.3	12075352		
KO01562	Caenorhabditis elegans (nematode)	cel_CEOP4428	CELE_B0035.15,CELE_B0035.16	12075352		
KO01563	Caenorhabditis elegans (nematode)	cel_CEOP4432	CELE_B0035.2,CELE_B0035.3	12075352		
KO01564	Caenorhabditis elegans (nematode)	cel_CEOP4436	CELE_B0035.6,CELE_B0035.18	12075352		
KO01565	Caenorhabditis elegans (nematode)	cel_CEOP4440	CELE_B0035.11,CELE_B0035.12,CELE_F54E12.2	12075352		
KO01566	Caenorhabditis elegans (nematode)	cel_CEOP4444	CELE_H21P03.1,CELE_C10C6.6	12075352		
KO01567	Caenorhabditis elegans (nematode)	cel_CEOP4448	CELE_M04B2.1,CELE_M04B2.2	12075352		
KO01568	Caenorhabditis elegans (nematode)	cel_CEOP4452	CELE_F12F6.6,CELE_F12F6.7	12075352		
KO01569	Caenorhabditis elegans (nematode)	cel_CEOP4456	CELE_F12F6.3,CELE_F12F6.5,CELE_F12F6.1	12075352		
KO01570	Caenorhabditis elegans (nematode)	cel_CEOP4460	CELE_F58B3.5,CELE_F58B3.4	12075352		
KO01571	Caenorhabditis elegans (nematode)	cel_CEOP4464	CELE_F58B3.6,CELE_F58B3.7	12075352		
KO01572	Caenorhabditis elegans (nematode)	cel_CEOP4468	CELE_ZK792.1,CELE_ZK792.8,CELE_ZK809.5	12075352		
KO01573	Caenorhabditis elegans (nematode)	cel_CEOP4472	CELE_ZK792.6,CELE_ZK792.5	12075352		
KO01574	Caenorhabditis elegans (nematode)	cel_CEOP4476	CELE_T12A7.6,CELE_T12A7.7	12075352		
KO01575	Caenorhabditis elegans (nematode)	cel_CEOP4480	CELE_F38H4.9,CELE_F38H4.10	12075352		
KO01576	Caenorhabditis elegans (nematode)	cel_CEOP4484	CELE_ZK829.6,CELE_ZK829.7	12075352		
KO01577	Caenorhabditis elegans (nematode)	cel_CEOP4488	CELE_F11A10.1,CELE_F11A10.2,CELE_F11A10.7	12075352		
KO01578	Caenorhabditis elegans (nematode)	cel_CEOP4490	CELE_F11A10.3,CELE_F11A10.8	12075352		
KO01579	Caenorhabditis elegans (nematode)	cel_CEOP4492	CELE_F11A10.4,CELE_F11A10.5,CELE_M18.3	12075352		
KO01580	Caenorhabditis elegans (nematode)	cel_CEOP4496	CELE_M18.7,CELE_M18.8	12075352		
KO01581	Caenorhabditis elegans (nematode)	cel_CEOP4500	CELE_B0001.2,CELE_B0001.3,CELE_B0001.5,CELE_B0001.7,CELE_B0001.8	12075352		
KO01582	Caenorhabditis elegans (nematode)	cel_CEOP4504	CELE_C42C1.11,CELE_C42C1.13	12075352		
KO01584	Caenorhabditis elegans (nematode)	cel_CEOP4512	CELE_F19B6.2,CELE_F19B6.1	12075352		
KO01585	Caenorhabditis elegans (nematode)	cel_CEOP4516	CELE_C25G4.5,CELE_C25G4.2,CELE_C25G4.3	12075352		
KO01586	Caenorhabditis elegans (nematode)	cel_CEOP4520	CELE_K08E7.2,CELE_K08E7.1	12075352		
KO01587	Caenorhabditis elegans (nematode)	cel_CEOP4524	CELE_Y55D9A.1,CELE_Y55D9A.2	12075352		
KO01588	Caenorhabditis elegans (nematode)	cel_CEOP4528	CELE_C39E9.13,CELE_C39E9.12	12075352		
KO01590	Caenorhabditis elegans (nematode)	cel_CEOP4535	CELE_JC8.13,CELE_JC8.2	12075352		
KO01591	Caenorhabditis elegans (nematode)	cel_CEOP4536	CELE_JC8.4,CELE_JC8.5,CELE_JC8.7	12075352		
KO01592	Caenorhabditis elegans (nematode)	cel_CEOP4538	CELE_Y67H2A.6,CELE_Y67H2A.4,CELE_Y67H2A.5,CELE_Y67H2A.7	12075352		
KO01593	Caenorhabditis elegans (nematode)	cel_CEOP4539	CELE_JC8.10,CELE_Y67H2A.1,CELE_Y67H2A.2,CELE_Y67H2A.10	12075352		
KO01594	Caenorhabditis elegans (nematode)	cel_CEOP4540	CELE_Y62E10A.8,CELE_Y62E10A.2,CELE_Y62E10A.6	12075352		
KO01595	Caenorhabditis elegans (nematode)	cel_CEOP4542	CELE_Y62E10A.5,CELE_Y62E10A.1	12075352		
KO01596	Caenorhabditis elegans (nematode)	cel_CEOP4544	CELE_Y62E10A.9,CELE_Y62E10A.10,CELE_Y62E10A.20	12075352		
KO01597	Caenorhabditis elegans (nematode)	cel_CEOP4548	CELE_Y62E10A.12,CELE_Y62E10A.11	12075352		
KO01598	Caenorhabditis elegans (nematode)	cel_CEOP4552	CELE_K09B11.1,CELE_K09B11.2	12075352		
KO01599	Caenorhabditis elegans (nematode)	cel_CEOP4556	CELE_F52G2.1,CELE_F52G2.2	12075352		
KO01600	Caenorhabditis elegans (nematode)	cel_CEOP4560	CELE_Y45F10D.3,CELE_Y45F10D.12	12075352		
KO01601	Caenorhabditis elegans (nematode)	cel_CEOP4564	CELE_Y45F10D.10,CELE_Y45F10D.11	12075352		
KO01602	Caenorhabditis elegans (nematode)	cel_CEOP4568	CELE_B0513.3,CELE_B0513.2	12075352		
KO01603	Caenorhabditis elegans (nematode)	cel_CEOP4572	CELE_Y37A1B.15,CELE_Y37A1B.13	12075352		
KO01604	Caenorhabditis elegans (nematode)	cel_CEOP4576	CELE_Y37A1B.1,CELE_F52B11.1,CELE_F52B11.2	12075352		
KO01605	Caenorhabditis elegans (nematode)	cel_CEOP4580	CELE_Y57G11C.11,CELE_Y57G11C.10,CELE_Y57G11C.12	12075352		
KO01606	Caenorhabditis elegans (nematode)	cel_CEOP4581	CELE_Y41E3.7,CELE_Y41E3.9,CELE_Y41E3.10,CELE_Y41E3.11	12075352		
KO01607	Caenorhabditis elegans (nematode)	cel_CEOP4582	CELE_Y73F8A.24,CELE_Y73F8A.25	12075352		
KO01608	Caenorhabditis elegans (nematode)	cel_CEOP4588	CELE_Y116A8A.9,CELE_T06A10.1	12075352		
KO01609	Caenorhabditis elegans (nematode)	cel_CEOP4592	CELE_Y116A8C.9,CELE_Y116A8C.10	12075352		
KO01610	Caenorhabditis elegans (nematode)	cel_CEOP4596	CELE_Y116A8C.34,CELE_Y116A8C.35,CELE_Y116A8C.27,CELE_Y116A8C.28,CELE_Y116A8C.30,CELE_Y116A8C.32	12075352		
KO01611	Caenorhabditis elegans (nematode)	cel_CEOP4600	CELE_ZK550.3,CELE_ZK550.4	12075352		
KO01612	Caenorhabditis elegans (nematode)	cel_CEOP4604	CELE_C49C3.6,CELE_C49C3.7	12075352		
KO01613	Caenorhabditis elegans (nematode)	cel_CEOP4608	CELE_C30H6.7,CELE_C30H6.8	12075352		
KO01614	Caenorhabditis elegans (nematode)	cel_CEOP4612	CELE_C42C1.4,CELE_C42C1.5	12075352		
KO01615	Caenorhabditis elegans (nematode)	cel_CEOP4616	CELE_F42A9.1,CELE_C49C8.3	12075352		
KO01616	Caenorhabditis elegans (nematode)	cel_CEOP4618	CELE_F49E8.4,CELE_F49E8.3	12075352		
KO01617	Caenorhabditis elegans (nematode)	cel_CEOP4620	CELE_R08C7.2,CELE_R08C7.3	12075352		
KO01618	Caenorhabditis elegans (nematode)	cel_CEOP4622	CELE_T07A9.11,CELE_T07A9.13,CELE_T07A9.14	12075352		
KO01619	Caenorhabditis elegans (nematode)	cel_CEOP4624	CELE_T13F2.3,CELE_T13F2.2	12075352		
KO01620	Caenorhabditis elegans (nematode)	cel_CEOP4626	CELE_C27D8.4,CELE_T23B5.3	12075352		
KO01621	Caenorhabditis elegans (nematode)	cel_CEOP4630	CELE_Y104H12D.2,CELE_Y104H12D.4	12075352		
KO01622	Caenorhabditis elegans (nematode)	cel_CEOP4632	CELE_Y116A8C.25,CELE_Y116A8C.26	12075352		
