# koid	org	name	op	pmid	definition	source
KO04098	Escherichia coli K-12 MG1655	TU-1481	b2521	19881496		
KO04099	Escherichia coli K-12 MG1655	TU-1483	b4440	19881496		
KO04100	Escherichia coli K-12 MG1655	TU-1484	b2533	19881496		
KO04101	Escherichia coli K-12 MG1655	TU-1486	b2534	19881496		
KO04102	Escherichia coli K-12 MG1655	TU-1487	b2535	19881496		
KO04103	Escherichia coli K-12 MG1655	TU-1489	b2538,b2539,b2540,b2541,b2542,b2543	19881496		
KO04104	Escherichia coli K-12 MG1655	TU-1490	b2543	19881496		
KO04105	Escherichia coli K-12 MG1655	TU-1491	b2550	19881496		
KO04106	Escherichia coli K-12 MG1655	TU-1493	b2552	19881496		
KO04107	Escherichia coli K-12 MG1655	TU-1495	b2558	19881496		
KO04108	Escherichia coli K-12 MG1655	TU-1496	b2561,b2562	19881496		
KO04109	Escherichia coli K-12 MG1655	TU-1497	b2562	19881496		
KO04110	Escherichia coli K-12 MG1655	TU-1499	b4608	19881496		
KO04111	Escherichia coli K-12 MG1655	TU-1500	b2574	19881496		
KO04112	Escherichia coli K-12 MG1655	TU-1501	b2576	19881496		
KO04113	Escherichia coli K-12 MG1655	TU-1502	b2578	19881496		
KO04114	Escherichia coli K-12 MG1655	TU-1503	b2580	19881496		
KO04115	Escherichia coli K-12 MG1655	TU-1504	b2582	19881496		
KO04116	Escherichia coli K-12 MG1655	TU-1505	b2583,b2584	19881496		
KO04117	Escherichia coli K-12 MG1655	TU-1506	b2585	19881496		
KO04118	Escherichia coli K-12 MG1655	TU-1510	b2586	19881496		
KO04119	Escherichia coli K-12 MG1655	TU-1512	b2595	19881496		
KO04120	Escherichia coli K-12 MG1655	TU-1516	b2597	19881496		
KO04121	Escherichia coli K-12 MG1655	TU-1518	b2598,b2599	19881496		
KO04122	Escherichia coli K-12 MG1655	TU-1519	b2602	19881496		
KO04123	Escherichia coli K-12 MG1655	TU-1520	b2603,b2604,b2605	19881496		
KO04124	Escherichia coli K-12 MG1655	TU-1521	b2611,b4461	19881496		
KO04125	Escherichia coli K-12 MG1655	TU-1522	b2615	19881496		
KO04126	Escherichia coli K-12 MG1655	TU-1524	b2616	19881496		
KO04127	Escherichia coli K-12 MG1655	TU-1526	b2617	19881496		
KO04128	Escherichia coli K-12 MG1655	TU-1530	b2620	19881496		
KO04129	Escherichia coli K-12 MG1655	TU-1532	b2621	19881496		
KO04130	Escherichia coli K-12 MG1655	TU-1533	b2622	19881496		
KO04131	Escherichia coli K-12 MG1655	TU-1536	b2624	19881496		
KO04132	Escherichia coli K-12 MG1655	TU-1537	b2625,b2626	19881496		
KO04133	Escherichia coli K-12 MG1655	TU-1539	b2630	19881496		
KO04134	Escherichia coli K-12 MG1655	TU-1541	b2631	19881496		
KO04135	Escherichia coli K-12 MG1655	TU-1543	b2632,b2633	19881496		
KO04136	Escherichia coli K-12 MG1655	TU-1544	b2634,b2635,b2636,b2637	19881496		
KO04137	Escherichia coli K-12 MG1655	TU-1546	b2642	19881496		
KO04138	Escherichia coli K-12 MG1655	TU-1548	b4644,b2643,b2644,b4548,b2645,b2646	19881496		
KO04139	Escherichia coli K-12 MG1655	TU-1549	b4645	19881496		
KO04140	Escherichia coli K-12 MG1655	TU-1551	b4462	19881496		
KO04141	Escherichia coli K-12 MG1655	TU-1552	b2659,b2660,b2661,b2662,b2663,b2664	19881496		
KO04142	Escherichia coli K-12 MG1655	TU-1555	b2664	19881496		
KO04143	Escherichia coli K-12 MG1655	TU-1556	b2667,b2668	19881496		
KO04144	Escherichia coli K-12 MG1655	TU-1558	b2670	19881496		
KO04145	Escherichia coli K-12 MG1655	TU-1559	b2672	19881496		
KO04146	Escherichia coli K-12 MG1655	TU-1561	b2673,b2674,b2675,b2676	19881496		
KO04148	Escherichia coli K-12 MG1655	TU-1565	b2681	19881496		
KO04149	Escherichia coli K-12 MG1655	TU-1566	b2682,b2683	19881496		
KO04150	Escherichia coli K-12 MG1655	TU-1569	b2684	19881496		
KO04151	Escherichia coli K-12 MG1655	TU-1573	b2685,b2686	19881496		
KO04152	Escherichia coli K-12 MG1655	TU-1574	b2961	19881496		
KO04153	Escherichia coli K-12 MG1655	TU-1575	b2703,b2703,b2704,b2705	19881496		
KO04154	Escherichia coli K-12 MG1655	TU-1577	b2706	19881496		
KO04155	Escherichia coli K-12 MG1655	TU-1578	b2707,b2708	19881496		
KO04156	Escherichia coli K-12 MG1655	TU-1579	b2708	19881496		
KO04157	Escherichia coli K-12 MG1655	TU-1580	b2710,b2711	19881496		
KO04158	Escherichia coli K-12 MG1655	TU-1582	b2715,b2716	19881496		
KO04159	Escherichia coli K-12 MG1655	TU-1583	b2726,b2727,b2728,b2729,b2730,b2731	19881496		
KO04160	Escherichia coli K-12 MG1655	TU-1584	b2730,b2731	19881496		
KO04161	Escherichia coli K-12 MG1655	TU-1585	b2731	19881496		
KO04162	Escherichia coli K-12 MG1655	TU-1587	b2733	19881496		
KO04163	Escherichia coli K-12 MG1655	TU-1591	b2734	19881496		
KO04164	Escherichia coli K-12 MG1655	TU-1592	b2736,b2737,b2738,b2739,b2740	19881496		
KO04165	Escherichia coli K-12 MG1655	TU-1594	b2753	19881496		
KO04166	Escherichia coli K-12 MG1655	TU-1595	b2765,b2766,b2767,b2768	19881496		
KO04167	Escherichia coli K-12 MG1655	TU-1596	b2775,b2776	19881496		
KO04168	Escherichia coli K-12 MG1655	TU-1598	b2778	19881496		
KO04169	Escherichia coli K-12 MG1655	TU-1599	b2786	19881496		
KO04170	Escherichia coli K-12 MG1655	TU-1600	b2794	19881496		
KO04171	Escherichia coli K-12 MG1655	TU-1601	b2795	19881496		
KO04172	Escherichia coli K-12 MG1655	TU-1602	b2796,b2797,b2798	19881496		
KO04173	Escherichia coli K-12 MG1655	TU-1606	b2804,b2805	19881496		
KO04174	Escherichia coli K-12 MG1655	TU-1608	b4443	19881496		
KO04176	Escherichia coli K-12 MG1655	TU-1610	b2811	19881496		
KO04177	Escherichia coli K-12 MG1655	TU-1612	b2814,b2815,b2816	19881496		
KO04178	Escherichia coli K-12 MG1655	TU-1613	b3957	19881496		
KO04179	Escherichia coli K-12 MG1655	TU-1615	b2831	19881496		
KO04180	Escherichia coli K-12 MG1655	TU-1616	b2832	19881496		
KO04181	Escherichia coli K-12 MG1655	TU-1617	b2833	19881496		
KO04182	Escherichia coli K-12 MG1655	TU-1619	b2834	19881496		
KO04183	Escherichia coli K-12 MG1655	TU-1620	b2837	19881496		
KO04184	Escherichia coli K-12 MG1655	TU-1621	b2839	19881496		
KO04185	Escherichia coli K-12 MG1655	TU-1624	b2845	19881496		
KO04186	Escherichia coli K-12 MG1655	TU-1625	b2846	19881496		
KO04187	Escherichia coli K-12 MG1655	TU-1626	b2847,b2848	19881496		
KO04188	Escherichia coli K-12 MG1655	TU-1627	b2850	19881496		
KO04189	Escherichia coli K-12 MG1655	TU-1628	b2851	19881496		
KO04190	Escherichia coli K-12 MG1655	TU-1629	b2852	19881496		
KO04191	Escherichia coli K-12 MG1655	TU-1630	b2853	19881496		
KO04192	Escherichia coli K-12 MG1655	TU-1631	b2854	19881496		
KO04193	Escherichia coli K-12 MG1655	TU-1633	b2866,b2867,b2868	19881496		
KO04194	Escherichia coli K-12 MG1655	TU-1634	b2870,b2871,b2872,b2873,b2874	19881496		
KO04195	Escherichia coli K-12 MG1655	TU-1635	b2877	19881496		
KO04196	Escherichia coli K-12 MG1655	TU-1636	b2878,b2879,b2880,b2881	19881496		
KO04197	Escherichia coli K-12 MG1655	TU-1637	b2882	19881496		
KO04198	Escherichia coli K-12 MG1655	TU-1638	b2883,b4464	19881496		
KO04199	Escherichia coli K-12 MG1655	TU-1639	b2888	19881496		
KO04200	Escherichia coli K-12 MG1655	TU-1640	b2889	19881496		
KO04201	Escherichia coli K-12 MG1655	TU-1642	b2895	19881496		
KO04202	Escherichia coli K-12 MG1655	TU-1643	b2898	19881496		
KO04203	Escherichia coli K-12 MG1655	TU-1644	b2901	19881496		
KO04204	Escherichia coli K-12 MG1655	TU-1646	b2910	19881496		
KO04205	Escherichia coli K-12 MG1655	TU-1647	b2911,b2912	19881496		
KO04206	Escherichia coli K-12 MG1655	TU-1651	b4446	19881496		
KO04207	Escherichia coli K-12 MG1655	TU-1652	b2916	19881496		
KO04208	Escherichia coli K-12 MG1655	TU-1654	b2917,b2918,b2919,b2920	19881496		
KO04209	Escherichia coli K-12 MG1655	TU-1656	b2936	19881496		
KO04210	Escherichia coli K-12 MG1655	TU-1657	b2940	19881496		
KO04211	Escherichia coli K-12 MG1655	TU-1658	b2942	19881496		
KO04212	Escherichia coli K-12 MG1655	TU-1663	b2943,b2944,b2945	19881496		
KO04213	Escherichia coli K-12 MG1655	TU-1664	b2946,b2947	19881496		
KO04214	Escherichia coli K-12 MG1655	TU-1666	b2948,b2949	19881496		
KO04215	Escherichia coli K-12 MG1655	TU-1668	b2951,b2952,b2953,b2954,b2955	19881496		
KO04216	Escherichia coli K-12 MG1655	TU-1669	b2954,b2955	19881496		
KO04217	Escherichia coli K-12 MG1655	TU-1675	b2962,b2963	19881496		
KO04218	Escherichia coli K-12 MG1655	TU-1677	b2964	19881496		
KO04219	Escherichia coli K-12 MG1655	TU-1678	b2966	19881496		
KO04220	Escherichia coli K-12 MG1655	TU-1679	b2967	19881496		
KO04221	Escherichia coli K-12 MG1655	TU-1682	b2980	19881496		
KO04222	Escherichia coli K-12 MG1655	TU-1684	b2986	19881496		
KO04223	Escherichia coli K-12 MG1655	TU-1685	b2989	19881496		
KO04224	Escherichia coli K-12 MG1655	TU-1686	b3001	19881496		
KO04225	Escherichia coli K-12 MG1655	TU-1687	b3003	19881496		
KO04226	Escherichia coli K-12 MG1655	TU-1688	b3008	19881496		
KO04227	Escherichia coli K-12 MG1655	TU-1689	b3009	19881496		
KO04228	Escherichia coli K-12 MG1655	TU-1690	b3011,b3012	19881496		
KO04229	Escherichia coli K-12 MG1655	TU-1692	b3012	19881496		
KO04230	Escherichia coli K-12 MG1655	TU-1693	b3013,b3014	19881496		
KO04231	Escherichia coli K-12 MG1655	TU-1694	b3025,b3026	19881496		
KO04232	Escherichia coli K-12 MG1655	TU-1695	b3028	19881496		
KO04233	Escherichia coli K-12 MG1655	TU-1696	b3029	19881496		
KO04234	Escherichia coli K-12 MG1655	TU-1698	b3035	19881496		
KO04235	Escherichia coli K-12 MG1655	TU-1701	b3037,b3038	19881496		
KO04236	Escherichia coli K-12 MG1655	TU-1702	b3038	19881496		
KO04237	Escherichia coli K-12 MG1655	TU-1705	b3040	19881496		
KO04238	Escherichia coli K-12 MG1655	TU-1707	b3042	19881496		
KO04239	Escherichia coli K-12 MG1655	TU-1709	b3043	19881496		
KO04240	Escherichia coli K-12 MG1655	TU-1710	b3046	19881496		
KO04241	Escherichia coli K-12 MG1655	TU-1712	b3046,b3047,b3048	19881496		
KO04242	Escherichia coli K-12 MG1655	TU-1713	b3050,b3051	19881496		
KO04243	Escherichia coli K-12 MG1655	TU-1714	b3055,b3056	19881496		
KO04244	Escherichia coli K-12 MG1655	TU-1717	b3056	19881496		
KO04245	Escherichia coli K-12 MG1655	TU-1721	b3059	19881496		
KO04246	Escherichia coli K-12 MG1655	TU-1722	b3061,b3062,b3063	19881496		
KO04247	Escherichia coli K-12 MG1655	TU-1723	b3065,b3066	19881496		
KO04248	Escherichia coli K-12 MG1655	TU-1728	b3067	19881496		
KO04249	Escherichia coli K-12 MG1655	TU-1732	b3069	19881496		
KO04250	Escherichia coli K-12 MG1655	TU-1733	b3048	19881496		
KO04251	Escherichia coli K-12 MG1655	TU-1734	b3073	19881496		
KO04252	Escherichia coli K-12 MG1655	TU-1735	b3075	19881496		
KO04253	Escherichia coli K-12 MG1655	TU-1736	b3076,b3077	19881496		
KO04255	Escherichia coli K-12 MG1655	TU-1738	b3017,b3080	19881496		
KO04256	Escherichia coli K-12 MG1655	TU-1739	b3081	19881496		
KO04257	Escherichia coli K-12 MG1655	TU-1740	b3085,b3086	19881496		
KO04258	Escherichia coli K-12 MG1655	TU-1741	b3087	19881496		
KO04260	Escherichia coli K-12 MG1655	TU-1743	b3088	19881496		
KO04261	Escherichia coli K-12 MG1655	TU-1744	b3089	19881496		
KO04262	Escherichia coli K-12 MG1655	TU-1745	b3093	19881496		
KO04263	Escherichia coli K-12 MG1655	TU-1746	b3094	19881496		
KO04264	Escherichia coli K-12 MG1655	TU-1748	b3095,b3096	19881496		
KO04265	Escherichia coli K-12 MG1655	TU-1752	b3097,b3098,b3099,b3100	19881496		
KO04266	Escherichia coli K-12 MG1655	TU-1753	b3101	19881496		
KO04267	Escherichia coli K-12 MG1655	TU-1754	b3102	19881496		
KO04268	Escherichia coli K-12 MG1655	TU-1755	b3103	19881496		
KO04269	Escherichia coli K-12 MG1655	TU-1756	b3104	19881496		
KO04270	Escherichia coli K-12 MG1655	TU-1757	b3106	19881496		
KO04271	Escherichia coli K-12 MG1655	TU-1758	b3107	19881496		
KO04272	Escherichia coli K-12 MG1655	TU-1760	b3119	19881496		
KO04273	Escherichia coli K-12 MG1655	TU-1761	b3120,b3121	19881496		
KO04274	Escherichia coli K-12 MG1655	TU-1763	b3128	19881496		
KO04275	Escherichia coli K-12 MG1655	TU-1766	b3129,b3130	19881496		
KO04276	Escherichia coli K-12 MG1655	TU-1767	b3132,b3133,b3134,b3135,b3136,b3137	19881496		
KO04277	Escherichia coli K-12 MG1655	TU-1768	b3138,b3139,b3140,b3141	19881496		
KO04278	Escherichia coli K-12 MG1655	TU-1769	b3142,b3143,b3144,b3145	19881496		
KO04279	Escherichia coli K-12 MG1655	TU-1770	b3147,b3148,b3149,b3150	19881496		
KO04280	Escherichia coli K-12 MG1655	TU-1771	b3149,b3150	19881496		
KO04281	Escherichia coli K-12 MG1655	TU-1772	b3150	19881496		
KO04282	Escherichia coli K-12 MG1655	TU-1773	b3153	19881496		
KO04283	Escherichia coli K-12 MG1655	TU-1774	b3155	19881496		
KO04284	Escherichia coli K-12 MG1655	TU-1775	b3158,b3159	19881496		
KO04285	Escherichia coli K-12 MG1655	TU-1776	b3160	19881496		
KO04286	Escherichia coli K-12 MG1655	TU-1778	b4449	19881496		
KO04287	Escherichia coli K-12 MG1655	TU-1779	b3359	19881496		
KO04288	Escherichia coli K-12 MG1655	TU-1783	b3180	19881496		
KO04289	Escherichia coli K-12 MG1655	TU-1784	b3182	19881496		
KO04290	Escherichia coli K-12 MG1655	TU-1785	b3187,b3188	19881496		
KO04291	Escherichia coli K-12 MG1655	TU-1788	b3196,b3197	19881496		
KO04292	Escherichia coli K-12 MG1655	TU-1790	b3198,b3199	19881496		
KO04293	Escherichia coli K-12 MG1655	TU-1791	b3200,b3201	19881496		
KO04294	Escherichia coli K-12 MG1655	TU-1793	b3202,b3203,b3204,b3205,b3206	19881496		
KO04295	Escherichia coli K-12 MG1655	TU-1794	b3203,b3204,b3205,b3206	19881496		
KO04296	Escherichia coli K-12 MG1655	TU-1796	b3207	19881496		
KO04297	Escherichia coli K-12 MG1655	TU-1797	b4450	19881496		
KO04298	Escherichia coli K-12 MG1655	TU-1800	b3212,b3213	19881496		
KO04299	Escherichia coli K-12 MG1655	TU-1803	b3214	19881496		
KO04300	Escherichia coli K-12 MG1655	TU-1806	b3215,b3216,b4569	19881496		
KO04301	Escherichia coli K-12 MG1655	TU-1807	b3216,b4569	19881496		
KO04302	Escherichia coli K-12 MG1655	TU-1809	b4569	19881496		
KO04303	Escherichia coli K-12 MG1655	TU-1810	b3219	19881496		
KO04304	Escherichia coli K-12 MG1655	TU-1812	b3220	19881496		
KO04305	Escherichia coli K-12 MG1655	TU-1813	b3227	19881496		
KO04306	Escherichia coli K-12 MG1655	TU-1814	b3233	19881496		
KO04307	Escherichia coli K-12 MG1655	TU-1816	b3234	19881496		
KO04308	Escherichia coli K-12 MG1655	TU-1818	b3235	19881496		
KO04309	Escherichia coli K-12 MG1655	TU-1819	b3237	19881496		
KO04310	Escherichia coli K-12 MG1655	TU-1821	b3238	19881496		
KO04311	Escherichia coli K-12 MG1655	TU-1823	b3243	19881496		
KO04312	Escherichia coli K-12 MG1655	TU-1828	b3253	19881496		
KO04313	Escherichia coli K-12 MG1655	TU-1831	b4646	19881496		
KO04314	Escherichia coli K-12 MG1655	TU-1833	b3255,b3256	19881496		
KO04315	Escherichia coli K-12 MG1655	TU-1835	b3257,b3258,b3259	19881496		
KO04316	Escherichia coli K-12 MG1655	TU-1837	b3259	19881496		
KO04317	Escherichia coli K-12 MG1655	TU-1839	b3260,b3261	19881496		
KO04318	Escherichia coli K-12 MG1655	TU-1840	b3262,b3263	19881496		
KO04319	Escherichia coli K-12 MG1655	TU-1841	b3263	19881496		
KO04320	Escherichia coli K-12 MG1655	TU-1842	b3265,b3266	19881496		
KO04321	Escherichia coli K-12 MG1655	TU-1843	b3267	19881496		
KO04322	Escherichia coli K-12 MG1655	TU-1844	b3268,b3269,b3270,b3271	19881496		
KO04323	Escherichia coli K-12 MG1655	TU-1845	b3279	19881496		
KO04324	Escherichia coli K-12 MG1655	TU-1846	b3287,b3288,b3289,b3290	19881496		
KO04325	Escherichia coli K-12 MG1655	TU-1848	b3291	19881496		
KO04326	Escherichia coli K-12 MG1655	TU-1852	b3348	19881496		
KO04327	Escherichia coli K-12 MG1655	TU-1854	b3352,b3353,b3354,b3355	19881496		
KO04328	Escherichia coli K-12 MG1655	TU-1855	b3354,b3355	19881496		
KO04329	Escherichia coli K-12 MG1655	TU-1856	b3357,b3358	19881496		
KO04330	Escherichia coli K-12 MG1655	TU-1862	b3364	19881496		
KO04331	Escherichia coli K-12 MG1655	TU-1863	b3365,b3366,b3367	19881496		
KO04332	Escherichia coli K-12 MG1655	TU-1865	b3368	19881496		
KO04333	Escherichia coli K-12 MG1655	TU-1867	b3369	19881496		
KO04334	Escherichia coli K-12 MG1655	TU-1869	b3370,b3371,b4474,b3374	19881496		
KO04335	Escherichia coli K-12 MG1655	TU-1870	b3375	19881496		
KO04336	Escherichia coli K-12 MG1655	TU-1874	b3396	19881496		
KO04337	Escherichia coli K-12 MG1655	TU-1875	b3398	19881496		
KO04338	Escherichia coli K-12 MG1655	TU-1876	b3399,b3400,b3401	19881496		
KO04339	Escherichia coli K-12 MG1655	TU-1877	b3400,b3401	19881496		
KO04340	Escherichia coli K-12 MG1655	TU-1878	b3403	19881496		
KO04341	Escherichia coli K-12 MG1655	TU-1880	b3406	19881496		
KO04342	Escherichia coli K-12 MG1655	TU-1883	b3407	19881496		
KO04343	Escherichia coli K-12 MG1655	TU-1885	b3408,b3409,b3410	19881496		
KO04344	Escherichia coli K-12 MG1655	TU-1886	b3411	19881496		
KO04345	Escherichia coli K-12 MG1655	TU-1887	b3413	19881496		
KO04346	Escherichia coli K-12 MG1655	TU-1888	b3414	19881496		
KO04347	Escherichia coli K-12 MG1655	TU-1892	b3415	19881496		
KO04348	Escherichia coli K-12 MG1655	TU-1894	b3418	19881496		
KO04349	Escherichia coli K-12 MG1655	TU-1896	b3426	19881496		
KO04350	Escherichia coli K-12 MG1655	TU-1900	b3434	19881496		
KO04351	Escherichia coli K-12 MG1655	TU-1901	b3441	19881496		
KO04352	Escherichia coli K-12 MG1655	TU-1902	b3442,b3443	19881496		
KO04353	Escherichia coli K-12 MG1655	TU-1904	b3443	19881496		
KO04354	Escherichia coli K-12 MG1655	TU-1905	b4612	19881496		
KO04355	Escherichia coli K-12 MG1655	TU-1906	b3446	19881496		
KO04356	Escherichia coli K-12 MG1655	TU-1907	b3448	19881496		
KO04357	Escherichia coli K-12 MG1655	TU-1910	b3459	19881496		
KO04358	Escherichia coli K-12 MG1655	TU-1911	b3465,b3466	19881496		
KO04359	Escherichia coli K-12 MG1655	TU-1913	b3468,b3469	19881496		
KO04360	Escherichia coli K-12 MG1655	TU-1914	b3469	19881496		
KO04361	Escherichia coli K-12 MG1655	TU-1915	b3471	19881496		
KO04362	Escherichia coli K-12 MG1655	TU-1917	b3472	19881496		
KO04363	Escherichia coli K-12 MG1655	TU-1918	b3474	19881496		
KO04364	Escherichia coli K-12 MG1655	TU-1919	b3475	19881496		
KO04365	Escherichia coli K-12 MG1655	TU-1923	b3481	19881496		
KO04366	Escherichia coli K-12 MG1655	TU-1925	b3482,b3483	19881496		
KO04367	Escherichia coli K-12 MG1655	TU-1926	b4552,b3484	19881496		
KO04368	Escherichia coli K-12 MG1655	TU-1928	b3493	19881496		
KO04369	Escherichia coli K-12 MG1655	TU-1930	b3495	19881496		
KO04370	Escherichia coli K-12 MG1655	TU-1933	b3496	19881496		
KO04371	Escherichia coli K-12 MG1655	TU-1934	b3499,b3500	19881496		
KO04372	Escherichia coli K-12 MG1655	TU-1935	b3500	19881496		
KO04373	Escherichia coli K-12 MG1655	TU-1937	b3501,b3502	19881496		
KO04374	Escherichia coli K-12 MG1655	TU-1938	b3503	19881496		
KO04375	Escherichia coli K-12 MG1655	TU-1940	b3504	19881496		
KO04376	Escherichia coli K-12 MG1655	TU-1941	b3506	19881496		
KO04377	Escherichia coli K-12 MG1655	TU-1942	b3507	19881496		
KO04378	Escherichia coli K-12 MG1655	TU-1947	b3512,b3513,b3514	19881496		
KO04379	Escherichia coli K-12 MG1655	TU-1953	b3513,b3514	19881496		
KO04380	Escherichia coli K-12 MG1655	TU-1955	b4452	19881496		
KO04381	Escherichia coli K-12 MG1655	TU-1957	b3519	19881496		
KO04382	Escherichia coli K-12 MG1655	TU-1961	b3521	19881496		
KO04383	Escherichia coli K-12 MG1655	TU-1962	b3522	19881496		
KO04384	Escherichia coli K-12 MG1655	TU-1963	b3523	19881496		
KO04385	Escherichia coli K-12 MG1655	TU-1965	b3526	19881496		
KO04386	Escherichia coli K-12 MG1655	TU-1966	b3536,b3537,b3538	19881496		
KO04387	Escherichia coli K-12 MG1655	TU-1968	b4454	19881496		
KO04388	Escherichia coli K-12 MG1655	TU-1969	b3539	19881496		
KO04389	Escherichia coli K-12 MG1655	TU-1972	b3549,b3550	19881496		
KO04390	Escherichia coli K-12 MG1655	TU-1973	b3552	19881496		
KO04391	Escherichia coli K-12 MG1655	TU-1974	b3553	19881496		
KO04392	Escherichia coli K-12 MG1655	TU-1975	b3555	19881496		
KO04393	Escherichia coli K-12 MG1655	TU-1978	b3556	19881496		
KO04394	Escherichia coli K-12 MG1655	TU-1980	b3557,b3558	19881496		
KO04395	Escherichia coli K-12 MG1655	TU-1981	b4614	19881496		
KO04396	Escherichia coli K-12 MG1655	TU-1982	b3561	19881496		
KO04397	Escherichia coli K-12 MG1655	TU-1983	b3566,b3567,b3568,b3569	19881496		
KO04398	Escherichia coli K-12 MG1655	TU-1984	b3569	19881496		
KO04399	Escherichia coli K-12 MG1655	TU-1985	b3571	19881496		
KO04400	Escherichia coli K-12 MG1655	TU-1987	b3572	19881496		
KO04401	Escherichia coli K-12 MG1655	TU-1988	b3575,b3576,b3577,b3578,b3579,b3580,b3581,b3582,b3583	19881496		
KO04402	Escherichia coli K-12 MG1655	TU-1989	b4649	19881496		
KO04403	Escherichia coli K-12 MG1655	TU-1990	b3585	19881496		
KO04404	Escherichia coli K-12 MG1655	TU-1991	b3593	19881496		
KO04405	Escherichia coli K-12 MG1655	TU-1992	b3594	19881496		
KO04406	Escherichia coli K-12 MG1655	TU-1995	b3595	19881496		
KO04407	Escherichia coli K-12 MG1655	TU-1996	b3596,b4650,b4651	19881496		
KO04408	Escherichia coli K-12 MG1655	TU-1997	b4615	19881496		
KO04409	Escherichia coli K-12 MG1655	TU-1998	b4652	19881496		
KO04410	Escherichia coli K-12 MG1655	TU-1999	b3599	19881496		
KO04411	Escherichia coli K-12 MG1655	TU-2001	b3600,b3601	19881496		
KO04412	Escherichia coli K-12 MG1655	TU-2005	b3602	19881496		
KO04413	Escherichia coli K-12 MG1655	TU-2006	b3603,b3604,b3605	19881496		
KO04414	Escherichia coli K-12 MG1655	TU-2007	b3606	19881496		
KO04415	Escherichia coli K-12 MG1655	TU-2008	b3612,b3613,b3614	19881496		
KO04416	Escherichia coli K-12 MG1655	TU-2012	b3613,b3614	19881496		
KO04417	Escherichia coli K-12 MG1655	TU-2015	b3614	19881496		
KO04418	Escherichia coli K-12 MG1655	TU-2016	b3619,b3620,b3621,b3622	19881496		
KO04419	Escherichia coli K-12 MG1655	TU-2020	b3622	19881496		
KO04420	Escherichia coli K-12 MG1655	TU-2022	b3633,b3634	19881496		
KO04421	Escherichia coli K-12 MG1655	TU-2023	b3634	19881496		
KO04422	Escherichia coli K-12 MG1655	TU-2024	b3639,b3640,b3641	19881496		
KO04423	Escherichia coli K-12 MG1655	TU-2025	b3640,b3641	19881496		
KO04424	Escherichia coli K-12 MG1655	TU-2027	b3644	19881496		
KO04425	Escherichia coli K-12 MG1655	TU-2029	b3645	19881496		
KO04426	Escherichia coli K-12 MG1655	TU-2030	b3646	19881496		
KO04427	Escherichia coli K-12 MG1655	TU-2034	b3649,b3650,b3651,b3652	19881496		
KO04428	Escherichia coli K-12 MG1655	TU-2039	b3654	19881496		
KO04429	Escherichia coli K-12 MG1655	TU-2041	b3655	19881496		
KO04430	Escherichia coli K-12 MG1655	TU-2043	b4653	19881496		
KO04431	Escherichia coli K-12 MG1655	TU-2044	b3659	19881496		
KO04432	Escherichia coli K-12 MG1655	TU-2045	b3660	19881496		
KO04433	Escherichia coli K-12 MG1655	TU-2046	b4555	19881496		
KO04434	Escherichia coli K-12 MG1655	TU-2047	b3665	19881496		
KO04436	Escherichia coli K-12 MG1655	TU-2052	b3673	19881496		
KO04437	Escherichia coli K-12 MG1655	TU-2053	b3677	19881496		
KO04438	Escherichia coli K-12 MG1655	TU-2055	b3680	19881496		
KO04439	Escherichia coli K-12 MG1655	TU-2056	b3684	19881496		
KO04440	Escherichia coli K-12 MG1655	TU-2057	b3688	19881496		
KO04441	Escherichia coli K-12 MG1655	TU-2061	b3690	19881496		
KO04442	Escherichia coli K-12 MG1655	TU-2062	b3696	19881496		
KO04443	Escherichia coli K-12 MG1655	TU-2064	b3703,b3704,b4557,b3705	19881496		
KO04444	Escherichia coli K-12 MG1655	TU-2069	b3705	19881496		
KO04445	Escherichia coli K-12 MG1655	TU-2070	b3706	19881496		
KO04446	Escherichia coli K-12 MG1655	TU-2071	b3707	19881496		
KO04447	Escherichia coli K-12 MG1655	TU-2072	b3708	19881496		
KO04448	Escherichia coli K-12 MG1655	TU-2073	b3709	19881496		
KO04449	Escherichia coli K-12 MG1655	TU-2074	b3710	19881496		
KO04450	Escherichia coli K-12 MG1655	TU-2075	b3711	19881496		
KO04451	Escherichia coli K-12 MG1655	TU-2076	b3712,b3713	19881496		
KO04452	Escherichia coli K-12 MG1655	TU-2078	b3715	19881496		
KO04453	Escherichia coli K-12 MG1655	TU-2080	b3716,b3717	19881496		
KO04454	Escherichia coli K-12 MG1655	TU-2084	b3744	19881496		
KO04455	Escherichia coli K-12 MG1655	TU-2085	b3747	19881496		
KO04456	Escherichia coli K-12 MG1655	TU-2086	b3748,b3749,b3750,b3751	19881496		
KO04457	Escherichia coli K-12 MG1655	TU-2087	b3752	19881496		
KO04458	Escherichia coli K-12 MG1655	TU-2089	b3753	19881496		
KO04459	Escherichia coli K-12 MG1655	TU-2090	b3756,b3757,b3758,b3759	19881496		
KO04460	Escherichia coli K-12 MG1655	TU-2092	b3760	19881496		
KO04461	Escherichia coli K-12 MG1655	TU-2093	b3761	19881496		
KO04462	Escherichia coli K-12 MG1655	TU-2094	b3764	19881496		
KO04463	Escherichia coli K-12 MG1655	TU-2098	b3766,b4488,b3769,b3770,b3771,b3772	19881496		
KO04464	Escherichia coli K-12 MG1655	TU-2100	b3774	19881496		
KO04465	Escherichia coli K-12 MG1655	TU-2105	b3778	19881496		
KO04466	Escherichia coli K-12 MG1655	TU-2107	b3781	19881496		
